Language,Korean,English,ChineseSimplified,ChineseTraditional
buff_idx_1003421_name_key,! 판타지 시너지 안내 !\n땅 의상 장착 시. 최종 데미지 50% 증가\n- 발동 조건. 판타지 의상 장착! -,! Fantasy Synergy Guide !\n When using land costume. Increases final damage by 50%\n- Triggering condition. Wearing fantasy outfit!,！幻想协同效果指南！\n装备土系服装时.最终伤害提高50％\n-触发条件：装备幻想的服装！--,！幻想協同效果指南！\n裝備土系服裝時.最終傷害提高50％\n-觸發條件：裝備幻想的服裝！--
buff_idx_1003521_name_key,! 판타지 시너지 안내 !\n땅 의상 장착 시. 최종 데미지 50% 증가\n- 발동 조건. 판타지 의상 장착! -,! Fantasy Synergy Guide !\n When using land costume. Increases final damage by 50%\n- Triggering condition. Wearing fantasy outfit!,！幻想协同效果指南！\n装备土系服装时.最终伤害提高50％\n-触发条件：装备幻想的服装！--,！幻想協同效果指南！\n裝備土系服裝時.最終傷害提高50％\n-觸發條件：裝備幻想的服裝！--
buff_idx_1003621_name_key,! 판타지 시너지 안내 !\n땅 의상 장착 시. 최종 데미지 50% 증가\n- 발동 조건. 판타지 의상 장착! -,! Fantasy Synergy Guide !\n When using land costume. Increases final damage by 50%\n- Triggering condition. Wearing fantasy outfit!,！幻想协同效果指南！\n装备土系服装时.最终伤害提高50％\n-触发条件：装备幻想的服装！--,！幻想協同效果指南！\n裝備土系服裝時.最終傷害提高50％\n-觸發條件：裝備幻想的服裝！--
buff_idx_1003721_name_key,! 판타지 시너지 안내 !\n불 의상 장착 시. 최종 데미지 50% 증가\n- 발동 조건. 판타지 의상 장착! -,! Fantasy Synergy Guide !\n When using fire costume. Increases final damage by 50%\n- Triggering condition. Wearing fantasy outfit!,！幻想的协同效果指南！\n装备火系服装时.最终伤害提高50％\n-触发条件：装备幻想服装！--,！幻想的協同效果指南！\n裝備火系服裝時.最終傷害提高50％\n-觸發條件：裝備幻想服裝！--
buff_idx_1003821_name_key,! 해적왕 시너지 안내 !\n물 의상 장착 시. 최종 데미지 50% 증가\n- 발동 조건. 해적왕 의상 장착! -,! Pirate King Synergy Guide !\n When using water costume. Increases final damage by 50%\n- Triggering condition. Wearing pro pirate king outfit!,！海盗王协同效应指南！\n穿着戏水服装时。将最终伤害提高50％\n-触发条件。装备了海盗王装！--,！海盜王協同效應指南！\n穿著戲水服裝時。將最終傷害提高50％\n-觸發條件。裝備了海盜王裝！--
buff_idx_1003921_name_key,! 해적왕 시너지 안내 !\n물 의상 장착 시. 최종 데미지 50% 증가\n- 발동 조건. 해적왕 의상 장착! -,! Pirate King Synergy Guide !\n When using water costume. Increases final damage by 50%\n- Triggering condition. Wearing pro pirate king outfit!,！海盗王协同效应指南！\n穿着戏水服装时。将最终伤害提高50％\n-触发条件。装备了海盗王装！--,！海盜王協同效應指南！\n穿著戲水服裝時。將最終傷害提高50％\n-觸發條件。裝備了海盜王裝！--
buff_idx_1004021_name_key,! 해적왕 시너지 안내 !\n불 의상 장착 시. 최종 데미지 50% 증가\n- 발동 조건. 해적왕 의상 장착! -,! Pirate King Synergy Guide !\n When using fire costume. Increases final damage by 50%\n- Triggering condition. Wearing pro pirate king outfit!,！海盗王协同指南！\n装备火系服装时.最终伤害提高50％\n-触发条件：装备海盗王装！--,！海盜王協同指南！\n裝備火系服裝時.最終傷害提高50％\n-觸發條件：裝備海盜王裝！--
buff_idx_1004121_name_key,! 건설자 시너지 안내 !\n땅 의상 장착 시. 최종 데미지 50% 증가\n- 발동 조건. 건설자 의상 장착! -,! Builder Synergy Guide !\n When using land costume. Increases final damage by 50%\n- Triggering condition. Wearing builder outfit!,！建筑师的协同效果指南！\n穿着土系服装时.最终伤害提高50％\n-触发条件：配备施工服装！--,！建築師的協同效果指南！\n穿著土系服裝時.最終傷害提高50％\n-觸發條件：配備施工服裝！--
buff_idx_1004221_name_key,! 건설자 시너지 안내 !\n바람 의상 장착 시. 최종 데미지 50% 증가\n- 발동 조건. 건설자 의상 장착! -,! Builder Synergy Guide !\n When using wind costume. Increases final damage by 50%\n- Triggering condition. Wearing builder outfit!,！建筑师的协同效果指南！\n配备风系服装时.将最终伤害提高50％\n-触发条件:装备施工服装！--,！建築師的協同效果指南！\n配備風系服裝時.將最終傷害提高50％\n-觸發條件:裝備施工服裝！--
buff_idx_1004321_name_key,! 경찰관 시너지 안내 !\n땅 의상 장착 시. 최종 데미지 50% 증가\n- 발동 조건. 경찰관 의상 장착! -,! Police Synergy Guide !\n When using land costume. Increases final damage by 50%\n- Triggering condition. Wearing police outfit!,！警察协同效果信息！\n穿着土系服装时。最终伤害提高50％\n-触发条件：装备警察服装！--,！員警協同效果資訊！\n穿著土系服裝時。最終傷害提高50％\n-觸發條件：裝備員警服裝！--
buff_idx_1004421_name_key,! 레스토랑 시너지 안내 !\n불 의상 장착 시. 최종 데미지 50% 증가\n- 발동 조건. 레스토랑 의상 장착! -,! Restaurant Synergy Guide !\n When using fire costume. Increases final damage by 50%\n- Triggering condition. Wearing restaurant outfit!,！餐厅协同效果信息！\n穿着火系服装时.最终伤害提高50％\n-触发条件：装备餐厅服饰！--,！餐廳協同效果資訊！\n穿著火系服裝時.最終傷害提高50％\n-觸發條件：裝備餐廳服飾！--
buff_idx_1004521_name_key,! 레스토랑 시너지 안내 !\n불 의상 장착 시. 최종 데미지 50% 증가\n- 발동 조건. 레스토랑 의상 장착! -,! Restaurant Synergy Guide !\n When using fire costume. Increases final damage by 50%\n- Triggering condition. Wearing restaurant outfit!,！餐厅协同效果信息！\n穿着火系服装时.最终伤害提高50％\n-触发条件：装备餐厅服饰！--,！餐廳協同效果資訊！\n穿著火系服裝時.最終傷害提高50％\n-觸發條件：裝備餐廳服飾！--
buff_idx_1004621_name_key,! 서부시대 시너지 안내 !\n바람 의상 장착 시. 최종 데미지 50% 증가\n- 발동 조건. 서부시대 의상 장착! -,! Western-era Synergy Guide !\n When using wind costume. Increases final damage by 50%\n- Triggering condition. Wearing western-era outfit!,！西方时代协同效果指南！\n装备风系服装时.最终伤害提高50％\n-触发条件：装备西方服装！--,！西方時代協同效果指南！\n裝備風系服裝時.最終傷害提高50％\n-觸發條件：裝備西方服裝！--
buff_idx_1004721_name_key,! 서부시대 시너지 안내 !\n바람 의상 장착 시. 최종 데미지 50% 증가\n- 발동 조건. 서부시대 의상 장착! -,! Western-era Synergy Guide !\n When using wind costume. Increases final damage by 50%\n- Triggering condition. Wearing western-era outfit!,！西方时代协同效果指南！\n装备风系服装时.最终伤害提高50％\n-触发条件：装备西方服装！--,！西方時代協同效果指南！\n裝備風系服裝時.最終傷害提高50％\n-觸發條件：裝備西方服裝！--
buff_idx_1004821_name_key,! 소방관 시너지 안내 !\n불 의상 장착 시. 최종 데미지 50% 증가\n- 발동 조건. 소방관 의상 장착! -,! Firefighter Synergy Guide !\n When using fire costume. Increases final damage by 50%\n- Triggering condition. Wearing firefighter outfit!,！消防员协同效果指南！\n装备火系服装时.将最终伤害提高50％\n-触发条件：装备消防员服装！--,！消防員協同效果指南！\n裝備火系服裝時.將最終傷害提高50％\n-觸發條件：裝備消防員服裝！--
buff_idx_1004921_name_key,! 우주 전사 시너지 안내 !\n바람 의상 장착 시. 최종 데미지 50% 증가\n- 발동 조건. 우주 전사 의상 장착! -,! Space Warrior Synergy Guide !\n When using wind costume. Increases final damage by 50%\n- Triggering condition. Wearing space warrior outfit!,！宇宙勇士协同效果指南！\n装备风系服装时.最终伤害提高50％\n-触发条件：装备太空战士服装！--,！宇宙勇士協同效果指南！\n裝備風系服裝時.最終傷害提高50％\n-觸發條件：裝備太空戰士服裝！--
buff_idx_1005021_name_key,! 판타지 시너지 안내 !\n땅 의상 장착 시. 최종 데미지 50% 증가\n- 발동 조건. 판타지 의상 장착! -,! Fantasy Synergy Guide !\n When using land costume. Increases final damage by 50%\n- Triggering condition. Wearing fantasy outfit!,！幻想协同效果指南！\n装备土系服装时.最终伤害提高50％\n-触发条件：装备幻想的服装！--,！幻想協同效果指南！\n裝備土系服裝時.最終傷害提高50％\n-觸發條件：裝備幻想的服裝！--
buff_idx_1005121_name_key,! 판타지 시너지 안내 !\n땅 의상 장착 시. 최종 데미지 50% 증가\n- 발동 조건. 판타지 의상 장착! -,! Fantasy Synergy Guide !\n When using land costume. Increases final damage by 50%\n- Triggering condition. Wearing fantasy outfit!,！幻想协同效果指南！\n装备土系服装时.最终伤害提高50％\n-触发条件：装备幻想的服装！--,！幻想協同效果指南！\n裝備土系服裝時.最終傷害提高50％\n-觸發條件：裝備幻想的服裝！--
buff_idx_1005221_name_key,! 판타지 시너지 안내 !\n땅 의상 장착 시. 최종 데미지 50% 증가\n- 발동 조건. 판타지 의상 장착! -,! Fantasy Synergy Guide !\n When using land costume. Increases final damage by 50%\n- Triggering condition. Wearing fantasy outfit!,！幻想协同效果指南！\n装备土系服装时.最终伤害提高50％\n-触发条件：装备幻想的服装！--,！幻想協同效果指南！\n裝備土系服裝時.最終傷害提高50％\n-觸發條件：裝備幻想的服裝！--
buff_idx_1005321_name_key,! 판타지 시너지 안내 !\n땅 의상 장착 시. 최종 데미지 50% 증가\n- 발동 조건. 판타지 의상 장착! -,! Fantasy Synergy Guide !\n When using land costume. Increases final damage by 50%\n- Triggering condition. Wearing fantasy outfit!,！幻想协同效果指南！\n装备土系服装时.最终伤害提高50％\n-触发条件：装备幻想的服装！--,！幻想協同效果指南！\n裝備土系服裝時.最終傷害提高50％\n-觸發條件：裝備幻想的服裝！--
buff_idx_1005421_name_key,! 프로레슬러 시너지 안내 !\n땅 의상 장착 시. 최종 데미지 50% 증가\n- 발동 조건. 프로레슬러 의상 장착! -,! Pro Wrestler Synergy Guide !\n When using land costume. Increases final damage by 50%\n- Triggering condition. Wearing pro wrestler outfit!,！职业摔跤手的协同效果指南！\n装备土系服装时.最终伤害提高50％\n-触发条件：装备专业摔跤服！--,！職業摔跤手的協同效果指南！\n裝備土系服裝時.最終傷害提高50％\n-觸發條件：裝備專業摔跤服！--
buff_idx_1005521_name_key,! 해적왕 시너지 안내 !\n물 의상 장착 시. 최종 데미지 50% 증가\n- 발동 조건. 해적왕 의상 장착! -,! Pirate King Synergy Guide !\n When using water costume. Increases final damage by 50%\n- Triggering condition. Wearing pro pirate king outfit!,！海盗王协同效应指南！\n穿着戏水服装时。将最终伤害提高50％\n-触发条件。装备了海盗王装！--,！海盜王協同效應指南！\n穿著戲水服裝時。將最終傷害提高50％\n-觸發條件。裝備了海盜王裝！--
buff_idx_1000011_desc_key,공격력 증가,Increases attack power,攻击力增加,攻擊力增加
buff_idx_1000111_desc_key,공격력 증가,Increases attack power,攻击力增加,攻擊力增加
buff_idx_1000211_desc_key,공격력 증가,Increases attack power,攻击力增加,攻擊力增加
buff_idx_1000311_desc_key,공격력 증가,Increases attack power,攻击力增加,攻擊力增加
buff_idx_1000411_desc_key,공격력 증가,Increases attack power,攻击力增加,攻擊力增加
buff_idx_1000511_desc_key,공격력 증가,Increases attack power,攻击力增加,攻擊力增加
buff_idx_1000611_desc_key,공격력 증가,Increases attack power,攻击力增加,攻擊力增加
buff_idx_1000711_desc_key,공격력 증가,Increases attack power,攻击力增加,攻擊力增加
buff_idx_1000811_desc_key,공격력 증가,Increases attack power,攻击力增加,攻擊力增加
buff_idx_1000911_desc_key,공격력 증가,Increases attack power,攻击力增加,攻擊力增加
buff_idx_1001011_desc_key,공격력 증가,Increases attack power,攻击力增加,攻擊力增加
buff_idx_1001111_desc_key,공격력 증가,Increases attack power,攻击力增加,攻擊力增加
buff_idx_1001211_desc_key,공격력 증가,Increases attack power,攻击力增加,攻擊力增加
buff_idx_1001311_desc_key,공격력 증가,Increases attack power,攻击力增加,攻擊力增加
